content,label
"Kenapa tidak ada pilihan kabupaten Indragiri hilir, provinsi Riau",Negatif
Payah setiap mau login masa harus verivikasi KTP dan wajah. Sudah nya sulit untuk verifikasi wajahnya. Berulang kali. Harap perbaikan bni. Pakai yang seperti dulu saja lebih baik. Tidak repot verifikasi tiap login.,Negatif
Cara cek rekening koran perbulannya gimna ya?,Negatif
"belum terlalu optimal namun iklannya sudah seperti layak pakai, sedangkan masih banyak fitur yang ada di BNI Mobile Banking yang lama belum diaplikasikan di Wondr ini, mungkin fitur yang saya harap segera diaplikasikan (dan dibenahi) di Wondr yaitu mobile tunai (tarik tunai tanpa kartu). Kelebihannya yaitu secara UI nya menjadi lebih baru dan fresh, semoga bisa ditingkatkan lagi dari kualitas layanan serta fungsi aplikasinya",Negatif
"Instruksi verifikasi wajah tidak jelas, tengok kanan, wajah lurus?",Negatif
Tolong lebih diperhatikan untuk uraian nya biar lengkap pemasukan dan pengeluaran nya. Tmksh,Negatif
Kenapa skrg aku gak bisa top up e walet ya.,Negatif
Kenapa saya harus daptar ulang pdahal saya sudah punya,Negatif
"Katanya sih topup 2jt dpt cashback 100rb tapi apaa... tapi boonkðŸ¥´ niat hati baik nolong sales yg kejar target yg katanya dpt cashback lumayan buat beli jajan ternyata scamðŸ˜ŒðŸ˜Œ dri Agustus sampai sekarang ga ada hilal ya dh si udh males... nyesel dikit krna gabisa di tf balik utuh 2jt ke bankku, pdhl bankku udh paling bagus ga ada biaya admin transferðŸ˜Œbisa ditarik semua lagi uangnya....",Negatif
Tidak bsa tarik tunai tanpa kartu,Negatif
fitur setor tunai tanpa kartu nya mana min?,Negatif
"aplikasi nya enak, smooth, cuma masih belum lengkap, kalo bisa dilengkapi kayak BNI Mobile Banking, seperti fitur mobile tunai, dll kalo misal lengkap lebih milih pake wondr drpd yg lama",Negatif
"Kenapa saya gk bisa login, bacaannya pastikan data anda benar, padahal udah benar semua",Negatif
Bukak aplikasi nya lama banget tidak terbuka2,Negatif
"Masih mudah yg lama , wondr untuk lihat mutasi dan transfer virtual harus muter2 akhirnya malah gak ketemu. Tetep pakai yg lama walau tetap terinstal di HP. Gambar/Symbol ICont kurang menarik dibanding Livin Mandiri, coba biar keren gambar menu dibuat beda dan gerak biar bisa saingi lainnya.",Negatif
masih bingung mau top up ke berbagai virtual banking .. masih lebih enak pke app BNI nya kalau saya maaaahhhh...semoga bisa lebih baik wonder ya perlu banyak belajar lagi saya ni pusing liat isi nya bingung....,Negatif
"Susah login, pdhl sblm ny dh buat akun WONDR tp ps di uninstall & diinstall lagi g ad opsi ""Sdh punya kartu kredit"" ato ""Blm punya kartu kredit"" g kyk MBANKING BNI, jd rda ribet, tolong diperbaiki lagi yaa...thanks",Negatif
"Sering ngelag ngga bisa masuk, belum ada fitur tarik tunai tanpa kartu",Negatif
Knpa yg ttp nggk bisa di verifikasi kode otpnya pdahal udh benar tpi ttp.aja salah,Negatif
"Kalau BNI Mobile tiap transaksi ada saldonya, kalau wondr sekarang hanya transaksi saja, tidak ada keterangan saldo tiap transaksi, mohon ditambah seperti BNI Mobile dong minðŸ™ðŸ¼ Dulu setiap lihat riwayat transaksi pasti ada: Uraian, Tipe, Nominal, Saldo Akhir",Negatif
Tolong saya gak bisa login masak disuruh buat akun lagi mohon bantuannya,Negatif
"Saya masih baru instal,, Kalau bisa BNI Taplus Anak bisa masuk disini,, lebih bagus lagi,,,",Negatif
"Fiturnya kurang lengkap, gak kayak yang dulu",Negatif
"maaf ya, ini kenapa susah banget buat kirim kode otp nya selalu bermasalah, baru send kodenya tapi udah kadaluarsa udah dicoba berkali kali juga tetap sama",Negatif
"Tolong dong ,dilengkapi fitur nya, sperti dana blokir bank nya di liatin, sama fitur pinjaman, Kemarin Uda benar2 lengkap di mobile BNI banking, skg Uda sering gangguan terus mobile banking nya,",Negatif
Kok belum ada fitur biaya pendidikan yaa?,Negatif
menu kartu kredit nya belum tersedia tlong di update kembali,Negatif
"Lebih bagus aplikasi yg lama, yg ini ga ada rincian transaksi sehingga ga tau sisa saldo setelah transaksi",Negatif
Masa gabisa login di hp lain coba,Negatif
"Bi-fast. Terlalu makan biaya. Dana, Dll.",Negatif
"Tidak bisa Transaksi Tanpa Kartu. BNI Mobile suruh kesini , tapi di Wondr gabisa. Kacau sih",Negatif
Menu mobile tunai apa tidak ada yha ??atau di menu apa,Negatif
kok BNI mau pakai aplikasi yg tidak lebih baik dan lengkap dari app sebelum nya... diharap lebih baik malah mundurr kecewa !!! balikin pakai app sbelum nya saja kalau tidak bisa lebih baik,Negatif
Min kok di aplikasi ini gak bisa tarik tunai tanpa kartu sih,Negatif
Tidak bisa verifikasi email. Kemarin verifikasi sampai beberapa kali gagal. Saya coba hari berikutnya juga gagal. Keterangannya terlalu banyak kirim kode otp. Datang ke CS juga disuruh nunggu dicoba hari berikutnya. Tetapi tetap tidak bisa verifikasi dan tidak bisa menggunakan aplikasi wondr by BNI. tolong bantuannya. Terima kasih,Negatif
"Buat masuk apl ini susah, padahal sudah mengikuti instruksi tapi masa dibilang gak sesuai. bikin emosi sendiri jadinya",Negatif
Setor / Tarik tunai nya gaada,Negatif
sangat lemot parah mending bni mobile ngapain harus diganti,Negatif
tidak ada menu mobile tunai,Negatif
"Untuk Q lbh sreg aplikasi lama sih min, krn dsna keterangan sumber pemasukan n pengeluaran lbh detail. Misal Q invest d ORI, SR, ST seri apa n brp aja tertera diketerangannya.... Klo bisa di Wondr jg sama, biar catatan keuanganku jelas sumber uang dr mna. Makasiiiii ðŸ™ðŸ¼",Negatif
Tidak ada cardlessny,Negatif
Fitur tarik tanpa kartu belum ada min,Negatif
"GK bisa download riwayat saldo, secara fitur lebih rinci BNI mobile",Negatif
gagal terus verifikasi wajah.sudah ikuti prosedur,Negatif
segera adain cardles di wonder atau kalo masih lama tolong di apk lama jangan di tutup sepihak. nyusahin loh udah di atm mau setor gak bawa atm malah 2 apk gak ada yg bisa cardless bni nya. kesal sama satu lagi. tolong mutasi rekening di sertai saldo awal dan akhir seperti aplikasi bni mobile,Negatif
Masih banyak kendala mau top up e wallet ngaa bisa error terus,Negatif
Susah banget verifikasi wajahnya euy,Negatif
"min, kode verifikasi email nya tidak valid mulu udah dicoba sampai 8x",Negatif
"mungkin karena masih aplikasi baru jadi masih ada bug, sudah diinstal namun tidak bisa dibuka dan selalu force close",Negatif
Belum coba tapi otp nya gak masuk masuk padahal nomor telpon sudah benar,Negatif
Kapan bisa setor tunai sama tarik tunai min,Negatif
Kok GK bisa liat riwayat transaksi ya?,Negatif
Riwayat transaksi tidak selengkap Aplikasi BNI. Di BNI bisa di download pdf di wonder tidak bisa dan tidak lengkap. Bintang 3 dlu karna masih tahap pengembangan.,Negatif
Capt,Negatif
"Ga bisa verifikasi email, sudah berkaliÂ² dicoba send otp ga masukÂ²",Negatif
Ngirim kode email nya lemot udah kebuang ngga langsung satset,Negatif
"Verifikasi wajah, sulit",Negatif
"Mengapa tranksasi VA selalu gagal. Selalu tertulis ""ada sedikit kendala. Saat transaksi kamu belum bisa di lanjutin""...",Negatif
Mobile Tunai nya mana?,Negatif
baguss tapi sayang belum ada stor tunai dan tarik tunai jadi sama aja kalo menurut saya dengan Dana/link aja,Negatif
Apakah bisa tarik tunai tanpa kartu/mobile tunai?,Negatif
Asik pakai aplikasi wondr by bni enteng aplikasinya,Negatif
"Lebih lengkap fiturnya mbanking , tidak ada tool tarik tunai tanpa kartu",Negatif
"fiturnya masih kurang, seperti belum siap di deploy. tidak ada fitur tarik tunai. untuk pembelian Reksadana juga masih belum lengkap, update nya lama, pemeriksaan transaksi (beli/jual) juga lama, tidak ada grafiknya juga. masih mending pake aplikasi lain.",Negatif
Belum aktif vc nya??,Negatif
"Wonder cukup bagus dan cepat, tapi sayang masih belum tersedia fitur membaca keterangan BERITA PENGIRIMAN/KETERANGAN PENGIRIMAN yang dikirim oleh orang saat transfer uang ke kita. Kalau di Mobile Banking BNI itu sangat bagus karena di Riwayat Transaksi bisa kebaca keterangan yang diketik/dikirim orang. Tolong ditambahkan menu tsb.",Negatif
"Sudah, tapi pake minimal transaksi baru ada notifikasi, harusnya transaksi berapapun harus ada notifikasi biar ketahuan min",Negatif
Sering sekali gangguan aplikasinya,Negatif
Sudah saya ikuti langkah-langkah tersebut. Hasilnya tetap saja fitur qr-ku kadaluarsa terus.,Negatif
"tolong perbaiki, ada duit masuk tapi di cek di notif gak ada laporan, cek histori transaksi jg gak ada, tapi duitnya masuk. tolong perbaiki masalah notif, history transaksi, mutasi rekening.",Negatif
Baru pas d aktifin aja cepet prosesnya selanjutnya menguras kesabaran cuma mau buka aplikasi aja butuh waktu berjam jam gimana kalo mau transaksi pas d situasi darurat.,Negatif
"Sdh instal wondr bni, tapi gak bisa utk bayar PDAM sy pelanggan pdam wilayah sleman yogyakarta.",Negatif
"Kenapa jadi sering susah dibuka ya???tolong dibenerin, saya jadi kesusahan buat bayar harus nunggu lama dulu",Negatif
"Kamera handphone depan saya agak buram, akan tetapi sudah daftar di handphone istri. Apakah bisa tanpa fitur pengenalan wajah terlebih dahulu untuk login di handphone saya seperti aplikasi BNI mobile bangking sebelumnya?",Negatif
"Belum bisa pindah sini, karena belum ada fitur tarik tunai tanpa kartu",Negatif
"saya mengalami kesulitan saat verifikasi wajah pertama kalinya,saya sudah melakukan yang di minta sesuai perintah tapi selalu gagal sampai melebih batas harian.",Negatif
"Hai min,saya mau aktivasi kok gak bisa setelah masukin no kartu nd pin,muncul notif maaf jaringan blom siap,bisa gitu ya..trus apakah masukin pin gitu gakpp ya.. terimakasih. Aku ksi 3* dlu,klo sdah aktif bru 5*.apakah data pin saya aman ..? Saya sudah verivikasi identitas sampai masukin pin anda,tpi stag disitu. Min,rek Taplus anak bisa upload wonder gak.",Negatif
"Kekurangan aplikasi ini, tidak ada menu mobile tunai.",Negatif
"Lebih ringkas dan cepat, tapi sayang transfer ke bang lain mode BI-Fast gk ada padahal di aplikasi lama ada dan sangat membantu. Terima kasih",Negatif
Cara ganti nomor hp gmna ?,Negatif
Transfer ke bank lainnya ga gratis y ?,Negatif
Tutor cara ambil uang tanpa kartu atm,Negatif
Saya tidak bisa mengaktifkan login dengan biometrik pada HP vivo v40. Pada HP sebelumnya bisa. Apakah ada pengaturan yang saya lewatkan?,Negatif
"Sempet login, eh saya ga bawa ktp jadi ga bisa lanjutin pakai wondr by bni..",Negatif
"Hallo BNI kok sy tdk bisa buka aplikasi BNInya,",Negatif
"Di bni mobile tidak bisa transaksi cardless, di wondr pun sama.",Negatif
Sementara bintang 3 karena tidak bisa tarik tunai melalui apk ini,Negatif
Mobile tunai nya mana???? Minimal ada setor n tarik tunai . Udh gtu yg di mbanking lama gak bisa proses setor tunai hadeh,Negatif
Bisnis bibit bawang merah,Negatif
Aplikasi BNI baru tp kenapa gak sekalian dilengkapi agar bisa telp call center BNI lewat aplikasi Seperti bank BxA & bank BxI yg aplikasinya bisa untuk telp call center jd bisa tidak berbayar Ayo BNI jangan kalah sama bank lain,Negatif
kapan ada fitur setor tunai lewat aplikasi?,Negatif
Verif wajahnya ribet amat,Negatif
"Fitur tidak tersedia ketika mau tf kak Kira2 itu kenapa ya kak, minta tolong dijwb...",Negatif
"Masih banyak kekurangan nya, salah datu nya, tidak ada setoran tunai/tarik tunai tanpa kartu/ATM..",Negatif
Tampilkan qris nya selalu error ya?,Negatif
"Aplikasi sangat bagus dan membantu namun setiap mau masuk ke aplikasi selalu ada info kendala terus, sangat mengganggu kalo sedang ingin bertransaksi menggunakan banking",Negatif
menu belum lengkap,Negatif
PDAM Kab Boyolali kenapa tidak ada di daftar pembayaran ya.????????,Negatif
"Susah banget verifikasi wajah. Tidak pernah berhasil. Suruh tengok tunduk tapi tidak tahu berapa lama, waktu balik lagi dibilang lewat batas waktu. Minta ulang lagi, dibilang terlalu banyak mencoba. Ulangi lagi besok, kapan jadinya.",Negatif
Terlalu lama di verifikasi wajah. Padahal udah ikutin panduan tapi tetap gagal,Negatif
"Ampuuunn daaahh .. nyerah saya, verifikasi wajah Ampe 2 hari gak berhasil .. ðŸ™‚â€â†•ï¸ðŸ¤¦",Negatif
Untuk tarik tunai belum tersedia,Negatif
Sekalas bni Fitur fiturnya biasa saja. Bisa di tingkatkan fitur dan menu nya. Sering lemot..,Negatif
"Knp ya ada saldo ,tapi blm juga 6 bulan. Rekening ga aktif. Harus ke cabang untuk aktifkannya.",Negatif
Kurang lengkap ...kalau untuk transaksi,Negatif
"Lebih mudah yang lama, Cek Mutasi diWonder tidak ada total Saldonya.",Negatif
Walet belum lengkap dana aja belum ada masih bagus m bengking,Negatif
"tolong tambahin fitur tarik tunai, setor tunai tanpa kartu, dan fitur"" lainnya soalnya ini kurang lengkap",Negatif
kenapa ya aplikasi punya saya sering tidak bisa d buka,Negatif
Verivikasi wajahnya masih jelek gagal terus,Negatif
PembayaraN PGN kok ndak Ada?,Negatif
"Mau login karna sudah ada rekening malah jadi daftar rekening baru, apa tidak ada pilihan untuk daftar dan login... ðŸ¤¦",Negatif
"Kesel banget tiap mo verifikasi email, kode otp ga langsung dikirim, jadi tiap minta baru salah mulu",Negatif
"Password salah, terus verifikasi wajah gagal terus, mohon dipermudah, mbanking yg lain gak begitu juga ya",Negatif
Sering tidak konek,Negatif
Ok,Negatif
Kok tidak ada mobile tunai. Pakai yang lama aja dulu.,Negatif
Gagal gara gara otp gak masuk Tapi katanya harus nunggu besok Udah besok tapi masih belum bisa verivikasi email Karena melampaui batas ? Mohon bantuannya,Negatif
fitur tidak selengkap aplikasi yang lama,Negatif
"Terlalu banyak eror verifikasi ya,gak ad keamanan ape kek gitu kek eror mulu",Negatif
"Bintang 3 dulu aja ya, soalnya mutasi transaksi ga ada kolom saldo, keterangan transaksi juga ga ada, padahal itu penting banget buat saya, akhirnya ya kembali lagi deh ke mobile banking",Negatif
"Sebelum nya punya bni mobile Mau upgrade ke wondr bni,kata nya gak perlu datang ke bang,memang si sebelum nya daftarin punya temen bisa,TPI pas mau daftar akun sendiri malah gak bisa",Negatif
Kenapa jadi tidak bisa setor dan tarik tunai tanpa kartu?,Negatif
"saya pengguna bank BNI selama -+ 10 tahun.. kayak nya wonder tidak bisa menggantikan peran M-bangking BNI.. Ok wonder lebih cepat dalam pembayaran casslesh dan fitur lebih fress.. tapi soal kelemkapan mutasi bukti tranfer,fitur pendukung pembayaran M-Bangking BNI lebih baik.. seharusnya tidak usah migrasi aplikasi tapi lebih menyempurnakan mbanking yg user frendly itu akan lebih baik.",Negatif
Verifikasi email susah bener padahal otp sdh benar masih salah,Negatif
susah bgt verifikasi wajahnya,Negatif
Belum ada fitur tarik tunai tnp kartu ya,Negatif
Untuk transfer banking kenapa tidak ada notifikasi sama sekali? Gmail ada masuk namun tidak lewat sms? Apa emng beda sama bni banking mobile?,Negatif
"Susah vermuk , sudah di tempat terang luar ruangan",Negatif
bni simpel bisa ngakses ga ya?,Negatif
Kenapa agak lelet aplikasinya ....lebih bagus yang lama,Negatif
"verifikasi email dengan otp nya delay.otp gak masuk"" tapi ketika otp msuk aplikasi nya kembali ke halaman utama.terus berulang seperti itu dan ujung""nya sudah mencapai batasan meminta verifikasi.. tolong diperbaiki..",Negatif
Ini kenapa gx ada histori transaksinya jadi bingung lihat uang kluar masuknya.,Negatif
Tidak ada riwayat mutasi rekeningg,Negatif
Buat pembayaran bpjs lama prosesnya..,Negatif
"maaf, apakah wondr tidak bisa cek mutasi??",Negatif
"Apakah apk ini bisa top up brizi/flash/e-money/gopay/shopay/dana ,,?",Negatif
"Keterang untuk tranfers tidak bisa panjang atau detail,,,mohon ditambahi atau bisa menulis lebih banyak dan segera memperbaiki bug yg lain sebelum menonaktifkan appl yg lamaðŸ™",Negatif
"Menu belum lengkap, seperti belum adanya KPR",Negatif
aplikasi nya kurang lengkap.klw mau cek riwayat transaksi susah.lebih gampang aplikasi sebelumnya,Negatif
"ga ada fitur tarik dan setor tunai di ATM BNI tanpa kartu, gak seperti aplikasi Mobile BNI sblmnya....ðŸ˜”ðŸ™",Negatif
Kenapa ya e walet nya ga bisa udah sebulan lebih tapi masih koneksi tidak tersedia,Negatif
fitur tarik tunai tanpa kartunya ternyata tidak ada & pembayaran pdam daerah Banjarmasin tdk ada jga,Negatif
"Saat verifikasi wajah, lamanya poll-poll an, dan menu-menu masih sedikit. Tidak sebanyak New BNI Mobil Banking . Menu bayar untuk pembelian LPG Pertamina dari Pangkalan ke Agen belum ada, padahal 6 bulan sejak diluncurkan mau di OFF. Kalau sampai tenggat waktu OFF belum ada terus bayar LPG Pertamina mau kemana? Tolong supaya dapat diperbanyak menu-menunya.",Negatif
"Aplikasinya belum selengkap mobile banking ya, buka tapenas belum bisa, bayar UKT jg blm bisa. Jadi repot, masih mending versi mobile banking.",Negatif
mohon di aktifkan papan klip.. agar mudah tempel beberapa teks,Negatif
kurang fitur tarik tunai tanpa kartu,Negatif
"Mengapa ada dua aplikasi kalo mirip,menurut saya cukup bni mobile sj,saya download ini krn di bni mobile sdh ga bisa mobile tunai setor/ tarik,dan di alihkan ke wonder,tp di wonder belum bisa. Gila ga",Negatif
"Tolong ini setiap kali mau buka aplikasi loadingnya lama banget, bikin kesel apalagi kalo lagi buru2, padahal jaringan juga bagus, aplikasi BNI yang sebelumnya nggak kaya gini padahal.. Yang sebelumnya itu klo buka aplikasi ya langsung muncul opsi ""login, dll"" tapi aplikasi yang baru ini lemot banget. Untuk fitur sebenarnya udah bagus, tapi tolong dong di tingkatkan lagi gmn biar gk loading lama tiap masuk aplikasi. Thx",Negatif
gimana sih caranya buat setor tunai cashless?,Negatif
"Untuk sampai dgn saat ini dibanding BNI Mobile Banking, masih lebih suka pake BNI Mobile Banking yg lama. Wondr by BNI kurang lengkap, di transaksi tidak muncul keterangan note/catatan transaksi yg biasanya ditambahkan ketika transaksi, menyebabkan saya kesulitan utk melacak transaksi apa yg sudah dilakukan, misalnya catatan : BAYAR PASIR DAM atau BELI BATAKO LUNAS 1000PCS... dst... Juga di keterangan Transaksi tidak lagi disertakan SALDO berurutan sesuai keluar masuk dana. Saldo hanya di depan.",Negatif
Sudah downlod tapi susah amat verifikasi wajah. Gagal terus padhal tak tak ikuti panduannya.. Sampe skrg belum bisa masuk..,Negatif
Minimal potongan biaya adminnya tercatat di aplikasi dong...!!!!,Negatif
"aplikasinya belum lengkap, lihat semua transaksi termasuk autodebit belum bisa., harus di perbaurui kembali",Negatif
"Halo ka! saya sudah log in dan harus verifikasi kode otp lewat email, dikirimnya lama sekali. sewaktu sudah dikirim kode otp nya malah tidak valid pdhl kode yg dikirimkan memiliki batas waktu valid 20 menit, kode yg saya masukkan ke wondr juga sudah benar. hal tersebut membuat saya tidak bisa log in dan harus mengulangi nya lagi kembali besok. mohon pencerahannya ya kenapa bisa begitu(?) Terimakasih!",Negatif
"Setelah 3 hari akhirnya bisa verifikasi email. Coba topup e-wallet transaksi dan notifikasi cepat banget. Kalau dirasa pelayanan bagus, bintang akan bertambah.",Negatif
Kurang memuaskan Verifikasi KTP & wajah sudah 2 hari ini saya cobak gak berhasil juga... Payah banget,Negatif
"Di aplikasi wondr tidak ada riwayat transaksi yang tampilannya seperti rekening koran (aplikasi yg lama) sehingga tidak terlihat saldo sebelumnya. Saran,untuk tampilan riwayat transaksi untuk dapat dilengkapi seperti aplikasi sebelumnya (seperti rekening koran)",Negatif
"Disuruh pabrik untuk ganti ke wonder, katanya apk bnimobile bangking mau di hps, tpi kenapa tidak ada fitur tarik tunai tanpa kartu dan masih ada kekurangan lainnya tolong dong ini perbaiki",Negatif
ini kenapa ya saya gabisa bisa verifikasi wajah. Selalu gagal terusðŸ˜žðŸ˜žðŸ˜žðŸ˜žðŸ˜ž,Negatif
"Kasih 3 dulu, karena belum ada mobile tunai, akibatnya di app BNI jadi ga bisa juga",Negatif
Bedanya apa sama BNI mobile?,Negatif
auto top up nya tidak tersedia terus udah beberapa hari gak bisa terus,Negatif
informasi sisa kredit lihat di mana ya?,Negatif
"Verifikasi email, tapi tidak ada email masuk. Gimana mau verifikasinya",Negatif
Verivikasi email di coba berkali kali ga di kirimin emailnya..smpe batasnya habis..bikin ribet.,Negatif
"aplikasi nya sering tidak berjalan dengan baik, kadang stak lama di tampilan, tidak muncul mode login",Negatif
Sayangnya ga ada buat transaksi pdam kudus,Negatif
aplilasi bagus dan praktis tapi masih kurang sering loading kadang2,Negatif
"Tidak mendukung mode gelap, chek resi atau bukti transfer agak ribet, tidak segampang BNI Mobile",Negatif
Topup e-wallet ribet. Sedikit membingungkan karena tidak ada pengelompokan. Ini tolong di perbaiki. Begitu juga meni tf dan VA. Lebih bagus pakai Mbanking BNI yg lama,Negatif
Sudah di daftar tidak bisa. Buat apa muncul di BNI saya.,Negatif
"Kalo aplikasi belum siap, jangan dulu diterbitkan . Mutasi sering tidak muncul. Bisa2 dikira orang mau nipu, masa bukti transaksi ga ada. Masih bagusan mobile bangking. Saran slalu diupdte kendalaÂ² para user pamakai...",Negatif
Di coba dulu,Negatif
Apakah ada mobile tunai.?,Negatif
untuk verifikasi email sering gagal,Negatif
Menarik. Tp sayangnya belum bisa mobile tunai ðŸ™‚,Negatif
Kemarin pin atm bni terblokir trus ke CS baru aja masuk didepan ada satpam dan menyarankan gk usah ke CS langsung aja ganti pin lewat wondr trus m bnkingnya gimana katanya hapus aja pakek wondr aja tf dan ganti pin bisa Bukanya agak lelet mesikipun jaringan stabil ... Semoga aplikasinya membantu dan terpenting tingkat keamanannya lebih terjamin,Negatif
"Untuk fitur tarik tunai via cardless masih belum memadai, dan untuk history transaksi belum ada nominalnya... Semoga lebih baik lagi",Negatif
"Belum ada mobile tunai, padahal di bni mobile untuk setor mobile tunai sudah dimatikan, bukti transaksi hanya uang keluar tetapi jika menerima transfer tidak ada bukti detil termasuk pengirimnya.",Negatif
Kenapa malah susah di buka dari tadi pagi mau transaksi tidak bisa terus masih cepat mobile banking sebelumnya,Negatif
"Tiga dlu ya gan, ini aplikasi apakah pengganti BNI Mobile Banking atau beda ?",Negatif
Baru install aplikasi. Belum sempat login. Tapi baca ulasan-ulasan yang tertulis kok kayak gini. Langsung saja uninstall aplikasi.,Negatif
"Aplikasi apa sih ini, tentang apa sih, tau2 ke download aja, padahal cuma update bni mobile",Negatif
Kurang bgtu suka krna gk ada tampilan sisa saldo terakhir dan saldo sebelumnya kaya dimbanking BNI. Pdhl itu sangat membantu buat saya kaum yg suka lupa abs transaksi apa? Saldo sblmnya ada brp. Klo tampilannya kaya gni mah apa bedanya dgn mbanking yg lain pda umumnya. Semoga wonder bsa perbaiki supaya sprti mbanking BNI yg sblmnya,Negatif
"Kenapa waktu kita daftar, udah kita isi semua,tinggal pilih cabang, tp cabang nya gk keluar Kalau gk keluar, kan gak bisa kita lanjutkan",Negatif
Gk ada fitur cardless. Jadi susah.,Negatif
perlu dikembangkan lebih baik lagi,Negatif
"Selalu error saat meminta OTP, padahal sudah ganti pakai paket data/WIFI, tetap ada kesalahan dalam teknis wondr. Coba lagi tapi maksimal 3x. Semangat perbaikannnya ðŸ˜‚",Negatif
Masukan penting 1. Notif keluar selalu ada tapi notif uang masuk selalu sangat telat dan bahkan kadang tidak ada.. Sebagai pelaku bisnis ini sangat tidak nyaman karna pelanggan transfer DP tidak ada notif nya dan di histori juga saldo masuk tidak ada.. 2. kemudahan juga masih mudah di bank sebelah tentang beli pulsa dan token listrik. Semoga lebih di tingkatkan lagi kedepan nya agar pelanggan tetep betah pakai.,Negatif
"Menurut saya malah lebih bagus yg BNI Mobile bangking krn riwayat transaksinya lebih lengkap,keterangan bs terbaca banyak dan setelah ada transaksi masuk atau keluar ada saldo jg jd ngecek2 lebih mudah. Di wonder keterangan traksasi minimalis..",Negatif
"Masih gak sama menu jha sama aplikasi m banking yg dlu , menu tarik tunai tanpa kartu nha belum ada , masih belum lengkap",Negatif
Bedanya sama BNI mobile apa ya?,Negatif
Pinjaman kok belum bridging?,Negatif
Sy suka. ..tapi untuk sekedar masukan..mohon dibuatkan lagi riwayat yg menampilkan transaksi debet/ kredit berikut saldo ( seperti di mbanking).sy lebih suka mbanking yg lama.lebih lengkap ..mksh,Negatif
Ini wondr gk bisa tarik tunai cardless y min?,Negatif
Ke depan agar bisa lihat bni poin dan bni reward poin pada menu kartu kredit. Serta tambahkan notifikasi ketika ada dana masuk.,Negatif
"Daftr berkali"" Selalu nmr tidak terdaftr padahal udah di coba semua nmr saat pembuatan rekening tetep aja gak bisa",Negatif
Tidak ada menu setor tunai tanpa kartu,Negatif
Gimana sih tolong diperbaiki fitur verifikasi wajah perintahnya ganti jangan cepat-cepat masak tinggal verifikasi aja susah banget,Negatif
tidak ada notifikasi uang masuk d email,Negatif
Kenapa gak diupdate saja APP BNI MOBILE BANGKINGNYA? Kenapa harus beralih ke app baru ini.? Apa karena beda vendor app nya?,Negatif
Menu di aplikasi ini belum lengkap... Untuk menu rekeningku gak ada.. dan beberapa menu lainnyaðŸ˜®â€ðŸ’¨,Negatif
"Ada bug force close untuk smartphone yang menggunakan adoptable storage,tolong fungsi external storagenya ditambahkan.",Negatif
"Mungkin untuk laporan keluar masuknya seperti di buku tabungan ada saldo defisit Jd tau rinciannya dengan jelas, untuk metode pembayaran q-ris masih terdapat bug dimana tidak bisa untuk scan pembayaran (tf) dari bank BNI yg lain",Negatif
Kenapa aplikasi wondr yang telah di update untuk print atau bagikan riwayat transaksi sdh tidak ada lagi....,Negatif
"Tim sedang perbaiki sistem, bisa login. Tapi mengalami kendala ketika mau bertransaksi. Terus aplikasi saya download kembali. Bagaimana solusi dan data saya bisa kembali lagi dan bisa dipergunakan kembali. Terima kasih",Negatif
Bos knapa wondr saya tidak bisa buka,Negatif
baru download wonder ðŸ™,Negatif
Tidak bs LOGIN,Negatif
Ok,Negatif
Tidak bisa verivikasi email gimana ini..,Negatif
Vitur nya menarik TPI sesegera mungkin di update agar bisa tarik tunai ...ðŸ™,Negatif
"Tolong ditingkatkan lagi, seperti menu yang ada pada BNI mobile apalagi saya sangat butuh dalam membayar pendidikan",Negatif
Sudah 2 hari mau masuk aplikasi tidak bisa padahal sudah di perbarui,Negatif
Beli kuota di katanya transaksi gagal tapi saldonya kepotong,Negatif
Kenapa harus ada foto segala... susah. Setelah mencoba mengambil foto berkali-kali akhirnya berhasil. Semoga kedepannya bisa lebih baik lagi.,Negatif
Gak bisa setor tunai ya min? Gimana dong caranya mau masukin dana ke rekening?,Negatif
"aplikasinya sangat bagus, tapi tolong adakan fitur penarikan tunai di ATM tanpa kartu terima kasih ðŸ™",Negatif
eror terus ini gimana mau daftar doang susah bngt,Negatif
Belum ada tap to pay,Negatif
"penyedia layanan PDAM Purbalingga kok tidak ada ya,, kurang lengkap",Negatif
terkadang qris nya suka error,Negatif
Tampilan lebih smooth dari aplikasi BNI mobile sebelumnya. Sayangnya fitur masih kurang lengkap. Untuk limit tolong dong di Up. Saya sudah bertransaksi melalui mobile banking sebesar 100 JT. Setelah mencoba di Wondr malah limit habis. Padahal di aplikasi mobile masih bisa.,Negatif
Susah banget buat verifikasi wajah sama buat password nya untuk ketik kode special nya,Negatif
"Tampialannya sudah bagus, tolong perbanyak fitur contoh pembayaran pendidikan dan tolong tambahkan pilihan tabungan taplus muda bagi nasabah baru",Negatif
Aplikasi menunya kurang lengkap . . Kaya untuk rekening pinjaman tidak ada . . . Harusnya di adakan buat nasabah ngecek sisa pokok pinjamannya. . . ðŸ™ðŸ™ðŸ™,Negatif
Kenapa gak bisa dibuka ya. Kemarin aku pakai bni mobilrsekarang pakai wonder. Ketika sudah un instal bni mobile. Wonder gak bisa di buka. Katanya ada sedikit masalah. Sistem sedang diperbaiki. Hampir seharian gak bisa dibuka.,Negatif
